Fecha,Importados,R0,Beta,Alpha,Gamma,S,E,I,R,Ia,Confirmados
2021-01-28,0,1.25,0.08928571375,0.333333333,0.071428571,49982.86808543563,2.087117454016819,8.525386043514425,7.51941106683527,16.044797110349695,
2021-01-29,0,1.25,0.08928571375,0.333333333,0.071428571,49982.10713452749,2.152362544841582,8.612135718512747,8.128367209146848,16.740502927659595,
2021-01-30,0,1.25,0.08928571375,0.333333333,0.071428571,49981.33845129796,2.2035915934752106,8.71443735177773,8.743519756778271,17.457957108556002,
2021-01-31,0,1.25,0.08928571375,0.333333333,0.071428571,49980.560648217535,2.2468641434793173,8.826508075095097,9.365979563884778,18.192487638979877,
2021-02-01,0,1.25,0.08928571375,0.333333333,0.071428571,49979.772853894385,2.285703752885669,8.944997930115244,9.996444422608782,18.941442352724025,
2021-02-02,0,1.25,0.08928571375,0.333333333,0.071428571,49978.97449593313,2.322160463942401,9.067970760569143,10.635372842354872,19.703343602924015,
2021-02-03,0,1.25,0.08928571375,0.333333333,0.071428571,49978.16517475234,2.3574281575226994,9.194312054478653,11.283085035652109,20.47739709013076,
2021-02-04,0,1.25,0.08928571375,0.333333333,0.071428571,49977.34459025363,2.392203271175302,9.323384868154259,11.939821607031593,21.263206475185854,
2021-02-05,0,1.25,0.08928571375,0.333333333,0.071428571,49976.5124992,2.426893235213589,9.454829899733342,12.605777665046876,22.06060756478022,
2021-02-06,0,1.25,0.08928571375,0.333333333,0.071428571,49975.66869043766,2.461737586618409,9.588449321876215,13.281122653832902,22.869571975709118,
2021-02-07,0,1.25,0.08928571375,0.333333333,0.071428571,49974.81297048574,2.496878343820584,9.724139283427569,13.96601188700044,23.69015117042801,
2021-02-08,0,1.25,0.08928571375,0.333333333,0.071428571,49973.94515514997,2.53240089914556,9.861850690648609,14.660593260220635,24.522443950869246,
2021-02-09,0,1.25,0.08928571375,0.333333333,0.071428571,49973.06506463661,2.5683577803027293,10.001566420604602,15.365011162469028,25.366577583073628,
2021-02-10,0,1.25,0.08928571375,0.333333333,0.071428571,49972.172520699896,2.604782457776603,10.143288082664021,16.0794087596544,26.22269684231842,
2021-02-11,0,1.25,0.08928571375,0.333333333,0.071428571,49971.26734497099,2.64169736828996,10.287028328068606,16.80392933264042,27.090957660709023,
2021-02-12,0,1.25,0.08928571375,0.333333333,0.071428571,49970.349357973275,2.6791185774538606,10.432806383307566,17.538717065950877,27.97152344925844,
2021-02-13,0,1.25,0.08928571375,0.333333333,0.071428571,49969.418378536226,2.717058489579854,10.580645456753142,18.283917517430215,28.864562974183357,
2021-02-14,0,1.25,0.08928571375,0.333333333,0.071428571,49968.474223440746,2.7555274227741355,10.730571233807222,19.039677902663733,29.770249136470955,
2021-02-15,0,1.25,0.08928571375,0.333333333,0.071428571,49967.51670719882,2.7945345246921796,10.882611004568867,19.80614727190829,30.68875827647716,
2021-02-16,0,1.25,0.08928571375,0.333333333,0.071428571,49966.545641911034,2.8340883051789407,11.036793159062853,20.58347662471352,31.620269783776372,
2021-02-17,0,1.25,0.08928571375,0.333333333,0.071428571,49965.560837169134,2.8741969462992074,11.193146896070036,21.371818988487956,32.56496588455799,
2021-02-18,0,1.25,0.08928571375,0.333333333,0.071428571,49964.5620999846,2.9148684830218685,11.351702056099004,22.171329476267324,33.52303153236633,
2021-02-19,0,1.25,0.08928571375,0.333333333,0.071428571,49963.54923473217,2.956110908750568,11.512489026516423,22.98216533255224,34.49465435906866,
2021-02-20,0,1.25,0.08928571375,0.333333333,0.071428571,49962.5220431018,2.9979322371902937,11.67553868863066,23.804485972369488,35.480024661000144,
2021-02-21,0,1.25,0.08928571375,0.333333333,0.071428571,49961.48032405542,3.0403405388475204,11.840882389177345,24.63845301655359,36.479335405730936,
2021-02-22,0,1.25,0.08928571375,0.333333333,0.071428571,49960.4238737862,3.083343962796138,12.008551926008401,25.484230324991593,37.492782250999994,
2021-02-23,0,1.25,0.08928571375,0.333333333,0.071428571,49959.35248567921,3.126950749887259,12.178579542058587,26.34198402884567,38.52056357090426,
2021-02-24,0,1.25,0.08928571375,0.333333333,0.071428571,49958.265950272515,3.1711692409928487,12.350997924146277,27.211882562344748,39.562880486491025,
2021-02-25,0,1.25,0.08928571375,0.333333333,0.071428571,49957.164055218534,3.216007882369219,12.525840204607768,28.09409669449048,40.61993689909825,
2021-02-26,0,1.25,0.08928571375,0.333333333,0.071428571,49956.04658524517,3.261475229352539,12.703139964602691,28.98879956087996,41.69193952548265,
2021-02-27,0,1.25,0.08928571375,0.333333333,0.071428571,49954.91332211673,3.307579949090722,12.882931238415152,29.89616669576452,42.779097934179674,
2021-02-28,0,,,,,49953.76404459451,3.3543308227209954,13.065248518358278,30.816376064415774,43.88162458277405,
