Fecha,Importados,R0,Beta,Alpha,Gamma,S,E,I,R,Ia,Confirmados
2021-01-28,0,1.25,0.08928571375,0.333333333,0.071428571,49991.39459169441,1.0184929439541164,3.9609856847189255,4.625929676913917,8.586915361632842,
2021-01-29,0,1.25,0.08928571375,0.333333333,0.071428571,49991.04099299729,1.0325939934275719,4.017555785153204,4.908857224124846,8.92641300927805,
2021-01-30,0,1.25,0.08928571375,0.333333333,0.071428571,49990.682346701455,1.0470422917965159,4.0747855139719205,5.195825492771123,9.270611006743042,
2021-01-31,0,1.25,0.08928571375,0.333333333,0.071428571,49990.31859402522,1.0617808711111136,4.132743504493897,5.4868815991656374,9.619625103659533,
2021-02-01,0,1.25,0.08928571375,0.333333333,0.071428571,49989.94967006363,1.0767778760223328,4.191474498341477,5.782077562001168,9.973552060342644,
2021-02-02,0,1.25,0.08928571375,0.333333333,0.071428571,49989.5755059213,1.0920160600403106,4.251009422857188,6.081468595800642,10.33247801865783,
2021-02-03,0,1.25,0.08928571375,0.333333333,0.071428571,49989.19602994571,1.107486682638917,4.311371247457729,6.385112124182865,10.696483371640594,
2021-02-04,0,1.25,0.08928571375,0.333333333,0.071428571,49988.81116843773,1.1231859634434804,4.372578387378479,6.693067211439258,11.065645598817738,
2021-02-05,0,1.25,0.08928571375,0.333333333,0.071428571,49988.4208460582,1.1391130221976287,4.434646682355982,7.005394237235187,11.44004091959117,
2021-02-06,0,1.25,0.08928571375,0.333333333,0.071428571,49988.02498605801,1.155268682035947,4.497590547298242,7.322154712645766,11.819745259944007,
2021-02-07,0,1.25,0.08928571375,0.333333333,0.071428571,49987.62351040537,1.1716547743786698,4.56142364185518,7.6434111783823875,12.204834820237568,
2021-02-08,0,1.25,0.08928571375,0.333333333,0.071428571,49987.21633985339,1.1882737352943895,4.626159260460853,7.969227150845719,12.595386411306572,
2021-02-09,0,1.25,0.08928571375,0.333333333,0.071428571,49986.80339397276,1.2051283712220835,4.691810559969756,8.299667096038855,12.99147765600861,
2021-02-10,0,1.25,0.08928571375,0.333333333,0.071428571,49986.384591164206,1.2222217231018853,4.758390692940725,8.634796419740203,13.393187112680927,
2021-02-11,0,1.25,0.08928571375,0.333333333,0.071428571,49985.95984865899,1.2395569876891708,4.825912886110824,8.974681467196659,13.800594353307481,
2021-02-12,0,1.25,0.08928571375,0.333333333,0.071428571,49985.52908251243,1.2571374720981345,4.894390487035313,9.31938952842204,14.213780015457353,
2021-02-13,0,1.25,0.08928571375,0.333333333,0.071428571,49985.09220759326,1.274966567656615,4.963836992244053,9.668988846826966,14.63282583907102,
2021-02-14,0,1.25,0.08928571375,0.333333333,0.071428571,49984.64913757047,1.2930477349850662,5.034266064671671,10.023548629859897,15.057814694531569,
2021-02-15,0,1.25,0.08928571375,0.333333333,0.071428571,49984.19978489863,1.311384495600717,5.105691544869053,10.383139060893189,15.488830605762242,
2021-02-16,0,1.25,0.08928571375,0.333333333,0.071428571,49983.74406080215,1.3299804273166413,5.178127458615386,10.747831311909968,15.925958770525353,
2021-02-17,0,1.25,0.08928571375,0.333333333,0.071428571,49983.28187525895,1.3488391618493503,5.2515880224528475,11.117697556734726,16.369285579187572,
2021-02-18,0,1.25,0.08928571375,0.333333333,0.071428571,49982.81313698359,1.3679643837131734,5.326087648028495,11.492810984659249,16.818898632687745,
2021-02-19,0,1.25,0.08928571375,0.333333333,0.071428571,49982.337753409985,1.3873598298659007,5.401640945757471,11.873245814378675,17.274886760136148,
2021-02-20,0,1.25,0.08928571375,0.333333333,0.071428571,49981.8556306739,1.4070292897945416,5.47826272810644,12.25907730818922,17.73734003629566,
2021-02-21,0,1.25,0.08928571375,0.333333333,0.071428571,49981.36667359504,1.4269766058604612,5.555968012671073,12.650381786420423,18.206349799091498,
2021-02-22,0,1.25,0.08928571375,0.333333333,0.071428571,49980.87078565895,1.447205673798903,5.634772025148764,13.047236642087228,18.68200866723599,
2021-02-23,0,1.25,0.08928571375,0.333333333,0.071428571,49980.367868998655,1.4677204433119349,5.714690202265511,13.44972035575438,19.164410558019892,
2021-02-24,0,1.25,0.08928571375,0.333333333,0.071428571,49979.85782437597,1.4885249187194327,5.795738194691389,13.857912510609907,19.653650705301295,
2021-02-25,0,1.25,0.08928571375,0.333333333,0.071428571,49979.34055116263,1.5096231596475775,5.877931869964766,14.271893807746833,20.1498256777116,
2021-02-26,0,1.25,0.08928571375,0.333333333,0.071428571,49978.815947321156,1.5310192817429802,5.9612873154371435,14.691746081653774,20.653033397090915,
2021-02-27,0,1.25,0.08928571375,0.333333333,0.071428571,49978.28390938542,1.5527174574055636,6.045820841245696,15.117552315915875,21.163373157161573,
2021-02-28,0,,,,,49977.744332441005,1.5747219165362503,6.13154898331778,15.549396659128073,21.680945642445852,
